"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF9966""/><stop offset=""50%"" stop-color=""#FF5E62""/><stop offset=""100%"" stop-color=""#8E2DE2""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1CB5E0""/><stop offset=""100%"" stop-color=""#000046""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><circle cx=""650"" cy=""100"" r=""50"" fill=""#FFD700"" opacity=""0.9""/><polygon points=""0,500 200,200 400,350 600,150 800,500"" fill=""#4B0082"" opacity=""0.7""/><polygon points=""0,500 150,250 300,400 500,200 800,500"" fill=""#8A2BE2"" opacity=""0.8""/><path d=""M0,400 Q200,350 400,380 Q600,400 800,380 L800,500 L0,500 Z"" fill=""url(#waterGradient)"" opacity=""0.8""/><polygon points=""200,400 200,200 400,350 400,450"" fill=""#4B0082"" opacity=""0.3"" transform=""scale(1,-1) translate(0,-800)""/><polygon points=""150,450 150,250 300,400 300,500"" fill=""#8A2BE2"" opacity=""0.3"" transform=""scale(1,-1) translate(0,-800)""/><polygon points=""50,450 70,400 90,450"" fill=""#228B22""/><polygon points=""100,470 120,420 140,470"" fill=""#228B22""/><polygon points=""700,450 720,400 740,450"" fill=""#228B22""/><polygon points=""750,470 770,420 790,470"" fill=""#228B22""/></svg>",a mosaic of coral trapezoids and pewter circles,0.5909701968080114
"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""50%"" stop-color=""#feb47b""/><stop offset=""100%"" stop-color=""#2c3e50""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#2c3e50""/><stop offset=""100%"" stop-color=""#1a2a3a""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><polygon points=""0,300 100,200 250,250 400,150 550,220 700,180 800,250 800,500 0,500"" fill=""#1a2a3a"" opacity=""0.8""/><polygon points=""0,350 150,250 300,300 450,200 600,270 800,200 800,500 0,500"" fill=""#2c3e50"" opacity=""0.9""/><path d=""M0,400 Q200,380 400,420 Q600,450 800,400 L800,500 L0,500 Z"" fill=""url(#waterGradient)""/><path d=""M0,420 Q200,400 400,440 Q600,470 800,420"" stroke=""#feb47b"" stroke-width=""2"" fill=""none"" opacity=""0.6""/><path d=""M0,430 Q200,410 400,450 Q600,480 800,430"" stroke=""#ff7e5f"" stroke-width=""1.5"" fill=""none"" opacity=""0.4""/><circle cx=""400"" cy=""150"" r=""40"" fill=""#feb47b"" opacity=""0.9""/><polygon points=""50,400 70,350 90,400"" fill=""#1a2a3a""/><polygon points=""80,400 100,320 120,400"" fill=""#1a2a3a""/><polygon points=""120,400 140,370 160,400"" fill=""#1a2a3a""/><polygon points=""700,400 720,350 740,400"" fill=""#1a2a3a""/><polygon points=""730,400 750,320 770,400"" fill=""#1a2a3a""/><polygon points=""750,400 770,370 790,400"" fill=""#1a2a3a""/></svg>",denim-blue waves crashing against coral polygonal rocks,0.5849807690717564
"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""100%"" stop-color=""#ff5e62""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff5e62"" stop-opacity=""0.6""/><stop offset=""100%"" stop-color=""#1a2a6c"" stop-opacity=""0.8""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc33""/><polygon points=""0,300 200,100 400,300"" fill=""#5d3a3a""/><polygon points=""200,300 400,150 600,300"" fill=""#3a2c2c""/><polygon points=""400,300 600,200 800,300"" fill=""#2c1e1e""/><rect x=""0"" y=""300"" width=""800"" height=""200"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#5d3a3a"" opacity=""0.3""/><polygon points=""200,300 400,450 600,300"" fill=""#3a2c2c"" opacity=""0.3""/><polygon points=""400,300 600,400 800,300"" fill=""#2c1e1e"" opacity=""0.3""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#ffcc33"" opacity=""0.4""/></svg>",a vertical gradient from peach to cerulean,0.5814885060580216
"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""100%"" stop-color=""#ff5e62""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#ffcc33""/><polygon points=""0,300 200,100 400,300"" fill=""#3a4660""/><polygon points=""200,300 400,150 600,300"" fill=""#2a3548""/><polygon points=""400,300 600,200 800,300"" fill=""#1a232e""/><rect x=""0"" y=""300"" width=""800"" height=""200"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,300"" fill=""#3a4660"" opacity=""0.3""/><polygon points=""200,300 400,450 600,300"" fill=""#2a3548"" opacity=""0.3""/><polygon points=""400,300 600,400 800,300"" fill=""#1a232e"" opacity=""0.3""/><ellipse cx=""700"" cy=""300"" rx=""60"" ry=""20"" fill=""#ffcc33"" opacity=""0.4""/></svg>",sapphire triangles arranged in a starburst formation,0.5783106310288554
"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7b54""/><stop offset=""50%"" stop-color=""#ffb26b""/><stop offset=""100%"" stop-color=""#ffd56b""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#5a7c9a""/><stop offset=""100%"" stop-color=""#2c4a6e""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><polygon points=""0,300 150,150 300,250 450,100 600,200 800,180 800,500 0,500"" fill=""#4a6b8a"" opacity=""0.8""/><polygon points=""0,350 100,250 250,300 400,200 550,280 700,220 800,250 800,500 0,500"" fill=""#3a5a7a""/><path d=""M0,400 Q200,380 400,420 Q600,450 800,400 L800,500 L0,500 Z"" fill=""url(#waterGradient)""/><path d=""M400,420 Q450,410 500,415 Q550,420 600,430"" stroke=""#ffd56b"" stroke-width=""8"" fill=""none""/><circle cx=""700"" cy=""150"" r=""50"" fill=""#ffd56b""/><g transform=""translate(0, 50)""><polygon points=""50,450 70,350 90,450"" fill=""#2c5e1a""/><polygon points=""150,470 170,370 190,470"" fill=""#2c5e1a""/><polygon points=""250,460 270,360 290,460"" fill=""#2c5e1a""/><polygon points=""700,450 720,350 740,450"" fill=""#2c5e1a""/><polygon points=""600,470 620,370 640,470"" fill=""#2c5e1a""/></g></svg>",mustard yellow parallelograms stacked on a deep purple base,0.5743000770419456
"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""50%"" stop-color=""#feb47b""/><stop offset=""100%"" stop-color=""#6a11cb""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#6a11cb"" stop-opacity=""0.7""/><stop offset=""100%"" stop-color=""#2575fc"" stop-opacity=""0.3""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""600"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""150"" r=""60"" fill=""#ffcc00""/><polygon points=""0,300 200,100 400,250 600,50 800,300"" fill=""#3a1c71"" opacity=""0.8""/><polygon points=""0,320 150,180 300,220 450,120 600,180 800,320"" fill=""#4a2a8a"" opacity=""0.9""/><rect x=""0"" y=""300"" width=""800"" height=""300"" fill=""url(#waterGradient)""/><polygon points=""0,300 200,500 400,350 600,550 800,300"" fill=""#3a1c71"" opacity=""0.3""/><polygon points=""0,280 150,420 300,380 450,480 600,420 800,280"" fill=""#4a2a8a"" opacity=""0.2""/><ellipse cx=""700"" cy=""450"" rx=""80"" ry=""20"" fill=""#ffcc00"" opacity=""0.4""/></svg>",a mosaic of coral hexes and seafoam rectangles,0.573477012170849
"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff9966""/><stop offset=""50%"" stop-color=""#ff5e62""/><stop offset=""100%"" stop-color=""#8e2de2""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#8e2de2"" stop-opacity=""0.6""/><stop offset=""100%"" stop-color=""#4a00e0"" stop-opacity=""0.8""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""180"" fill=""url(#skyGradient)""/><circle cx=""350"" cy=""50"" r=""30"" fill=""#ffcc33""/><polygon points=""0,180 100,80 200,150 300,50 400,180"" fill=""#3a1c71"" opacity=""0.9""/><polygon points=""0,180 100,280 200,210 300,330 400,180"" fill=""url(#waterGradient)"" opacity=""0.7""/><rect x=""0"" y=""180"" width=""400"" height=""120"" fill=""url(#waterGradient)""/><ellipse cx=""350"" cy=""180"" rx=""40"" ry=""10"" fill=""#ffcc33"" opacity=""0.6""/><polygon points=""0,220 50,200 150,240 250,210 350,230 400,210 400,300 0,300"" fill=""#1a1a2e"" opacity=""0.8""/></svg>",a tessellation of coral and seafoam trapezoids,0.5724427505258112
"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF9966""/><stop offset=""100%"" stop-color=""#FF5E62""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF5E62"" stop-opacity=""0.6""/><stop offset=""100%"" stop-color=""#3A1C71"" stop-opacity=""0.8""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""300"" cy=""50"" r=""30"" fill=""#FFCC33""/><polygon points=""0,200 50,120 100,160 150,80 200,140 250,60 300,120 350,100 400,180 400,200"" fill=""#5D4157"" opacity=""0.9""/><polygon points=""0,200 30,150 80,180 120,100 180,160 250,80 300,140 350,120 400,160 400,200"" fill=""#3A1C71"" opacity=""0.7""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#waterGradient)""/><ellipse cx=""300"" cy=""250"" rx=""35"" ry=""10"" fill=""#FFCC33"" opacity=""0.5""/><polygon points=""0,200 50,280 100,240 150,320 200,260 250,340 300,280 350,300 400,220 400,200"" fill=""#5D4157"" opacity=""0.3"" transform=""scale(1,-1) translate(0,-400)""/></svg>",frosted glass diamonds overlapping a coral base,0.570984483489182
"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7b54""/><stop offset=""50%"" stop-color=""#ffb26b""/><stop offset=""100%"" stop-color=""#ffd56f""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4d80e4""/><stop offset=""100%"" stop-color=""#1a3a8f""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""600"" fill=""url(#skyGradient)""/><polygon points=""0,300 150,150 300,250 450,100 600,200 800,50 800,300"" fill=""#5e503f"" opacity=""0.8""/><polygon points=""0,350 100,200 250,300 400,180 550,280 700,150 800,250 800,400"" fill=""#3a2e24""/><path d=""M0,400 Q200,380 400,420 Q600,450 800,400 L800,600 L0,600 Z"" fill=""url(#waterGradient)""/><circle cx=""600"" cy=""150"" r=""60"" fill=""#ffeb3b""/><path d=""M550,420 Q600,400 650,420"" stroke=""#ffeb3b"" stroke-width=""3"" fill=""none"" opacity=""0.7""/><path d=""M500,450 Q600,430 700,450"" stroke=""#ffeb3b"" stroke-width=""2"" fill=""none"" opacity=""0.5""/><polygon points=""50,400 70,300 90,400"" fill=""#2c5e1a""/><polygon points=""100,450 120,350 140,450"" fill=""#2c5e1a""/><polygon points=""700,450 720,350 740,450"" fill=""#2c5e1a""/><polygon points=""750,400 770,300 790,400"" fill=""#2c5e1a""/></svg>",neon-pink zigzags bisecting a slate-gray rectangle,0.570822316791197
"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A7F8B""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""150"" fill=""url(#skyGradient)""/><circle cx=""300"" cy=""60"" r=""30"" fill=""#FFD166"" opacity=""0.9""/><polygon points=""0,150 100,50 200,120 300,30 400,150"" fill=""#5F6F94""/><polygon points=""50,150 150,80 250,140 350,70 400,150"" fill=""#3A4C6E""/><rect x=""0"" y=""150"" width=""400"" height=""150"" fill=""url(#waterGradient)""/><ellipse cx=""300"" cy=""180"" rx=""25"" ry=""10"" fill=""#FFD166"" opacity=""0.5""/><polygon points=""0,150 100,250 200,180 300,270 400,150"" fill=""#3A4C6E"" opacity=""0.3""/><polygon points=""50,150 150,220 250,160 350,230 400,150"" fill=""#5F6F94"" opacity=""0.3""/></svg>",turquoise waves intersecting with sandy beige lines,0.5707044014524119
